 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
    822.69 | Supplier#000001702        | INDONESIA                 |    144159 | Manufacturer#1            | moV8JuhcrBxAXOJzmtGb0maE1Mmjrw6t         | 19-747-481-4905 | efully quickly final deposits. carefully even ideas shall have to use quickly b                      |        981.33
   2572.59 | Supplier#000009437        | INDIA                     |    144408 | Manufacturer#2            | 43Of djBBL2oVjDD4X65 Gw9xmTcA8J          | 18-867-673-9947 | osits above the furiously express                                                                    |        931.24
   6559.35 | Supplier#000000168        | INDONESIA                 |    145139 | Manufacturer#1            | NNvNhn6dWzr80Igr                         | 19-985-776-2090 | y final packages! express, ironic foxes snooze carefully above the furiously daring theodolites      |        196.98
   2641.61 | Supplier#000002682        | JAPAN                     |    145139 | Manufacturer#1            | bmgSMI5JAAg                              | 22-309-556-8720 | eodolites play thin deposits. furiously regular grouches cajole carefully according to th            |        204.31
   -791.63 | Supplier#000007654        | CHINA                     |    145139 | Manufacturer#1            | GmS Z,Kw43pcnPlIyQREHBEB,0H              | 28-916-271-7928 | ly special dolphins. final packages use bl                                                           |        691.58
   6787.74 | Supplier#000005140        | INDIA                     |    145139 | Manufacturer#1            | 8zjhdOxG W0fTytk2FtNrR4aa0ZI,rQ M0V1eZqx | 18-304-303-2247 | pecial accounts are slyly. carefully final                                                           |        973.65
   6085.95 | Supplier#000007749        | INDIA                     |    145234 | Manufacturer#5            | yS8 YrUHktkqqqCL7Od9S                    | 18-225-478-7489 | sts haggle blithely. silent dolphins cajole slyly carefully ironic requests. sl                      |        104.30
   -808.57 | Supplier#000008018        | VIETNAM                   |    145503 | Manufacturer#3            | CMJxs0L 2u27R0Rs6J1oLdpMGL               | 31-191-993-9051 | sly express platelets. packages eat slyly carefully special de                                       |        678.19
   6475.09 | Supplier#000006319        | INDONESIA                 |    146318 | Manufacturer#2            | pUwA09iYxW1I  ir4Dy24dt8jpUfIhhQB        | 19-691-845-4827 | h fluffily furiously pending instructions.                                                           |         99.06
   -475.39 | Supplier#000003935        | INDIA                     |    146392 | Manufacturer#2            | rDYYLkD,3wGqNVTo0TdmV8EJlDwwQbnYlHgZ1zVH | 18-547-201-3057 | le quickly. quickly regular r                                                                        |        461.29
   9066.41 | Supplier#000007078        | JAPAN                     |    147077 | Manufacturer#5            | KbUybJPPmTnc0aNkcGTwnoIm3C3mC0           | 22-831-188-8290 | ajole quietly pending requests. boldly final foxes boost fluffily. careful                           |        333.67
   -607.20 | Supplier#000009592        | CHINA                     |    147077 | Manufacturer#5            | nDJmoHuCKTDyED                           | 28-477-309-2947 | ly final asymptotes doubt slyly ironic, final packages. even i                                       |        726.70
    498.30 | Supplier#000009895        | CHINA                     |    147380 | Manufacturer#4            | FrlMSJxhOXbIG,XfqxJS                     | 28-409-445-5933 | ecial deposits cajole slyly even ideas. furious                                                      |        247.58
   5902.03 | Supplier#000002409        | VIETNAM                   |    147380 | Manufacturer#4            | oy39SaSQ,FIP pzLqblhxj                   | 31-943-688-4514 | , regular packages cajole blithely furiously regular depths. forges kindle furiously unusual pa      |        479.30
   1485.45 | Supplier#000000320        | VIETNAM                   |    147805 | Manufacturer#1            | v2FlHgKKiGiDwR7uoJNWF                    | 31-984-744-5308 | ns nag carefully carefully pending platelets. pending deposits dazzle. requests above the i          |         45.91
   7611.48 | Supplier#000005348        | JAPAN                     |    147805 | Manufacturer#1            | 3bcel5ECu1vsgXf0G 2pMUkHN ndAmZpAp       | 22-172-249-8131 |  pending requests. furiously final accounts hang carefully against the slyly spe                     |        211.62
   8804.25 | Supplier#000002834        | JAPAN                     |    147805 | Manufacturer#1            |  cbmx43fm6SlE9UbdE7koBZlzRIeFwkXA        | 22-261-543-1063 | counts boost. slyly regular ideas use fluffily furiously unusu                                       |        615.86
   7404.72 | Supplier#000008204        | VIETNAM                   |    148203 | Manufacturer#2            | bxXHyCjF89VN,t14tfsH1q                   | 31-504-959-7868 | sly final requests boost furiously quickly ironic deposits. slyly final ideas                        |        288.01
    899.00 | Supplier#000005820        | INDIA                     |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc                                       |        163.37
   9270.32 | Supplier#000003306        | INDONESIA                 |    148277 | Manufacturer#2            | Vr,BC0CRsL7hW8E4j74Cicu                  | 19-270-601-1021 | refully even pinto beans affix quick accounts. quickly regular platelets sleep to the carefully re   |        436.70
   3380.42 | Supplier#000005895        | CHINA                     |    148352 | Manufacturer#5            | 03OgeZendt7MogwRw5oKwvMfuh76e0dWpCQDY9   | 28-778-306-3099 | usly. carefully regular f                                                                            |        328.77
    152.62 | Supplier#000006032        | VIETNAM                   |    148489 | Manufacturer#1            | gHchBFAQrJ kOlgborod 5AY9NZjma6b8pE      | 31-211-220-3819 |  cajole. slyly unusual pinto beans are idly. furiously final deposits wake after the un              |        846.53
   6105.00 | Supplier#000003868        | VIETNAM                   |    148839 | Manufacturer#1            | 5aP4VBn0t666NbGYB                        | 31-503-515-6191 | s wake furiously above the packages: fu                                                              |        349.16
   5996.22 | Supplier#000001453        | INDIA                     |    148938 | Manufacturer#4            | e1XQux,y BE                              | 18-402-504-6984 | riously pending grouches use slyly after the regular accounts. carefully even frets use qu           |        287.14
   8653.24 | Supplier#000008939        | VIETNAM                   |    148938 | Manufacturer#4            | FNG4YBI38pq6U6jLU,                       | 31-442-299-2419 | ual pinto beans. carefully regular dependen                                                          |        877.63
   2301.99 | Supplier#000006566        | INDIA                     |    149023 | Manufacturer#5            | m HQUuYUa4zmWVbcjqTv8                    | 18-726-992-8016 | ly final theodolites. requests use. s                                                                |        678.08
   8462.97 | Supplier#000004345        | INDONESIA                 |    149316 | Manufacturer#3            | p,LAXgSm x19                             | 19-934-108-4550 |  blithely regular instructions sleep blithely about the furiously pending packages. slyly sil        |        283.15
   -194.85 | Supplier#000009317        | CHINA                     |    149316 | Manufacturer#3            | WkcONAO7Fx0TRCXNY                        | 28-776-771-6693 | ly even asymptotes cajole blithely around the requests. ruthle                                       |        977.98
   7692.44 | Supplier#000004398        | VIETNAM                   |    149369 | Manufacturer#2            | khZZ0CmLip49Zncec                        | 31-691-972-3445 | s haggle fluffily regular, special accounts. fluffily ironic foxes among the quickly b               |        483.73
   2577.10 | Supplier#000002793        | CHINA                     |    150277 | Manufacturer#5            | aJBVO0DwezZsCpS9cD7DwubbGvSON48MGiWW     | 28-445-136-7777 | lly ironic theodolites wake furiously regular dependencies. even, regular depos                      |         34.40
   6110.79 | Supplier#000005308        | VIETNAM                   |    150277 | Manufacturer#5            | 9Ew1qiEgz2BP4DU6qfabYI9kJB60             | 31-891-878-3480 | key players engage. slyly bold asymptotes cajole. fl                                                 |         62.26
    665.89 | Supplier#000000278        | INDONESIA                 |    150277 | Manufacturer#5            | gBQmkVmclUGbjwHVtrdmCk9Dwqd2Dez1         | 19-563-887-6379 | deposits against the final foxes use carefully express ins                                           |        153.88
   1051.15 | Supplier#000008399        | JAPAN                     |    150853 | Manufacturer#3            | 0kw6rk0zf9zgzMhwTcyGeJ6AyTug8Z,Xp        | 22-815-494-2565 | es wake. sometimes even packages cajole. foxes sleep carefully regular, silent platelet              |        890.31
   6629.07 | Supplier#000003369        | INDIA                     |    150853 | Manufacturer#3            | TU1MuYs4GttdcuplDto7EJ                   | 18-832-929-3971 | unusual accounts boost carefully care                                                                |        999.18
   7153.83 | Supplier#000009220        | VIETNAM                   |    151674 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit                                                             |        432.42
   4774.22 | Supplier#000004190        | JAPAN                     |    151674 | Manufacturer#3            | 4c9flImYQWVVk3n2ZQFFuj                   | 22-159-447-1770 | ggedly pending pinto beans are carefully after the bold pinto beans. express, unusual                |        732.14
   7473.66 | Supplier#000009332        | VIETNAM                   |    151786 | Manufacturer#5            | CI0Y ,x66iW53t0i34nc22TDX2hrii93iR vQOY  | 31-956-710-5738 | n theodolites run slyly alongside of t                                                               |        325.22
   7307.76 | Supplier#000004302        | INDIA                     |    151786 | Manufacturer#5            | y8J,yet1HbesuNlD61o                      | 18-532-605-1462 | ring courts. idly final do                                                                           |        936.33
   3749.78 | Supplier#000009536        | INDONESIA                 |    151990 | Manufacturer#1            | Vg3xBMS9wMP3h0O                          | 19-415-490-9964 | ctions poach. bold, furious reques                                                                   |        932.81
   8190.80 | Supplier#000002079        | INDONESIA                 |    152078 | Manufacturer#3            | 2oUXSqxj,oPyDvoEPcgrBKinWFqgWxBa5kglvvo  | 19-917-742-4588 | ar packages affix furiously regu                                                                     |         52.75
   9658.99 | Supplier#000000143        | JAPAN                     |    152597 | Manufacturer#5            | a3v,6RZMN9p FzRTdV,fm7ehoVgEhifejGnrNY4H | 22-916-300-5765 | s lose slyly about the blithely unusual asymptotes. blithely silent instructions cou                 |        113.24
   4142.33 | Supplier#000007979        | INDONESIA                 |    152948 | Manufacturer#1            | aTz0O9HIdoStxpU,8D                       | 19-787-181-5082 | nts. slyly express packages sleep blithely permanent sentiments. packages believe a                  |        112.01
   7829.51 | Supplier#000005681        | INDIA                     |    153165 | Manufacturer#5            | In3MJ575HjR                              | 18-620-726-3005 | ts. carefully regular deposits c                                                                     |        899.29
   8442.70 | Supplier#000008258        | INDIA                     |    153227 | Manufacturer#3            | JaTsYwI4yFu283q83                        | 18-239-643-9980 | ions. thinly special accounts                                                                        |        587.00
   6746.48 | Supplier#000005743        | VIETNAM                   |    153227 | Manufacturer#3            | cbIUTLIk6VacVEiMQaLWRaGJB4SGaGIg8        | 31-390-660-6966 | ual frays use blithely idly express instructions. bold                                               |        614.99
   1597.03 | Supplier#000003525        | CHINA                     |    153524 | Manufacturer#4            | o7P4WyAXhI1qxY3s1Qfha0bIjWzi W el        | 28-266-188-7528 |  theodolites kindle blithely ev                                                                      |        280.49
   7087.97 | Supplier#000001070        | CHINA                     |    153524 | Manufacturer#4            | K pkDMZV75MUPhz                          | 28-178-598-4130 | ven theodolites are enticingly ironic deposits. blithely special excuses boost blithel               |        727.73
    234.45 | Supplier#000003666        | VIETNAM                   |    153665 | Manufacturer#2            | ENS fE9iSrSzw,iTwA,zGorkflw              | 31-974-495-7616 | nal instructions. regular courts haggle carefully a                                                  |         30.72
   5883.30 | Supplier#000008440        | INDIA                     |    155924 | Manufacturer#1            | hLodfZoCv4q4axaQm7r925TDKn               | 18-495-197-2800 | ly. quickly special requests dazzle quickly. pending patterns wake accor                             |         75.73
   1488.87 | Supplier#000005925        | INDIA                     |    155924 | Manufacturer#1            | hGNSrgOZsokq1LycZz2MlvtPn4JaHhsY4OA1bvr  | 18-178-921-8905 | quests. furiously final deposits boost fluffily. requests print regular packages. fluffily ironic    |        575.84
   6240.69 | Supplier#000001031        | INDIA                     |    156000 | Manufacturer#1            | IqSuMmZ2GwR,Zp8z8                        | 18-423-362-3331 | tions serve blithely blithely even                                                                   |         73.04
   9094.28 | Supplier#000004132        | CHINA                     |    156586 | Manufacturer#4            | 93NSzNRlTdFtzO6Y7YAcJVMm3k6Kejmi         | 28-258-314-7612 | s haggle above the carefully unusual accounts. furiously fi                                          |        534.08
   1345.34 | Supplier#000009392        | VIETNAM                   |    156876 | Manufacturer#1            | hcvTG6rd7,y,3mZlRwNj6FpgR                | 31-453-312-7832 | jole ironic packages. ironic requests use blithely i                                                 |        881.29
   9524.33 | Supplier#000009550        | INDONESIA                 |    157034 | Manufacturer#4            | rsOABl2HDhHUl4kpPsj0gbZPONYWOrfbs8       | 19-471-689-2492 | re ruthlessly against the fluffily bo                                                                |        792.87
    985.97 | Supplier#000002375        | CHINA                     |    157344 | Manufacturer#2            | pP4gyVgnxG22m 6pAIlNeHQQzujH             | 28-885-378-7547 | ly final requests. quickly express ideas ha                                                          |        120.87
   -155.18 | Supplier#000006445        | INDIA                     |    158899 | Manufacturer#5            | RKWTc3AfiWaI9UOh4MzAPikF                 | 18-661-694-3094 | special requests. slyly eve                                                                          |        178.84
   7041.20 | Supplier#000004117        | INDONESIA                 |    159086 | Manufacturer#3            | 7,iPNWDTA32y0Yhtp                        | 19-869-181-5251 | ometimes dependencies. final sentiments nag fluffi                                                   |        311.66
   8159.59 | Supplier#000007263        | VIETNAM                   |    159717 | Manufacturer#3            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u |        468.76
   4724.36 | Supplier#000002402        | CHINA                     |    159886 | Manufacturer#1            | 7jxiJXJwB1ze4uD4p7DKz44Ifg               | 28-116-664-4294 |  packages. final, regular foxes poach quickly sp                                                     |        932.17
   5437.31 | Supplier#000003054        | INDIA                     |    160537 | Manufacturer#1            | 28NgA4borqn                              | 18-791-898-4292 | ally even pinto beans haggle slyly always express dependencies. furio                                |        346.27
   3130.61 | Supplier#000004292        | VIETNAM                   |    161775 | Manufacturer#4            | HfbQVVt2syII                             | 31-925-781-9911 | ounts. thinly ironic pinto beans detect carefully even accou                                         |         31.88
   7796.18 | Supplier#000009801        | JAPAN                     |    162252 | Manufacturer#4            | loKjUMxr,JZC                             | 22-293-385-2049 | ins affix. even ideas cajole furiously ironic theodolites. express theodolites promise quickly pendi |        631.64
   9185.89 | Supplier#000002639        | INDIA                     |    162638 | Manufacturer#3            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes                           |        444.16
   8517.04 | Supplier#000000187        | CHINA                     |    162638 | Manufacturer#3            | oMtyTl6hTyLQhiBwrUaa42zKOjfNobEq         | 28-127-320-9230 | riously along the carefully silent instructions.                                                     |        544.63
    206.21 | Supplier#000003279        | CHINA                     |    163278 | Manufacturer#4            | ewVQdElxm9                               | 28-760-651-8330 | ncies. fluffily ironic excuses haggle furi                                                           |         52.94
    515.22 | Supplier#000000827        | INDONESIA                 |    163278 | Manufacturer#4            | AlFjWDq6jDtaSUKnxn54OwQzt8CPUItYbCGztPQ, | 19-131-253-5697 | ggle. carefully silent requests lose slyly. final, final foxes among the fluffily iro                |        570.76
   3811.95 | Supplier#000008656        | CHINA                     |    163623 | Manufacturer#3            | sMvnqSyJogRS2Cdfrjz85bh2KgG              | 28-315-800-1023 | s sleep slyly carefully final instructio                                                             |        328.72
   2289.05 | Supplier#000003938        | CHINA                     |    163937 | Manufacturer#1            | lVx0lB8r9ZnKIPsSTJnnSsiqpnwnz6S          | 28-643-172-2015 | unts cajole slyly. carefully special requests whitho                                                 |        108.01
   4044.98 | Supplier#000006603        | INDONESIA                 |    164086 | Manufacturer#1            | KegZ16m9o3,15ZUJS9rt7a6Y5TU4s            | 19-996-749-9430 | ithely against the blithely final accounts. always ironic accounts cajole carefully regular,         |        485.20
   8143.30 | Supplier#000004087        | JAPAN                     |    164086 | Manufacturer#1            | gT8xS3tEyvgX9P3ZeEuQ                     | 22-944-125-9013 | es wake slyly between the special instructions? carefully regular waters believe accord              |        665.27
   7306.86 | Supplier#000009175        | INDIA                     |    164142 | Manufacturer#1            | JYoZYAOQdbh                              | 18-483-310-3053 |  silent foxes. furiously special theodolites was. idle, final courts dazzle across the sly r         |        184.74
   1935.70 | Supplier#000008716        | JAPAN                     |    166199 | Manufacturer#3            | UvYM29P,cel1kaSnsBfQY5xTjG               | 22-338-187-5741 | arefully. furiously regular dependencies nag fluffily. care                                          |        701.59
   1613.17 | Supplier#000006254        | VIETNAM                   |    166253 | Manufacturer#2            | g7OY1vWNUb1vxIRgEl                       | 31-267-164-9506 | efully silent instructions wake slyly carefully special pinto beans. quickly even pat                |        106.52
   4289.58 | Supplier#000004193        | CHINA                     |    166644 | Manufacturer#4            | cYVyLCVpDyxrIIwXRjQ3Q7XM aPDzRrn         | 28-181-213-6182 | uriously among the express ideas. carefully unu                                                      |        772.35
   5108.27 | Supplier#000001895        | VIETNAM                   |    166862 | Manufacturer#4            | lywAGDbk37fYPDS                          | 31-952-984-5164 | . unusual, busy platelets haggle about the slyly final pinto beans. regular requests after the blith |        638.38
    298.13 | Supplier#000004771        | CHINA                     |    167222 | Manufacturer#4            | iprePPIbXTe                              | 28-994-196-7394 |  are carefully about the caref                                                                       |        301.49
   4551.61 | Supplier#000009739        | JAPAN                     |    167222 | Manufacturer#4            | k,4s66CcySj7J                            | 22-767-176-8701 | uests. sometimes regular asymptotes use furiously                                                    |        333.20
   9185.89 | Supplier#000002639        | INDIA                     |    167606 | Manufacturer#4            | DDS86GEba3puFUBs0g1Mlqyi,m,KatYyy0Nb     | 18-981-674-2068 | kages haggle fluffily at the ironic requests. carefully pending asymptotes                           |        396.19
   5980.87 | Supplier#000000497        | JAPAN                     |    167980 | Manufacturer#1            | iLAqlCKDLUGqHrjuOcId7 uYoTmpA            | 22-895-454-2151 | es nag about the furious                                                                             |        121.46
    497.87 | Supplier#000005529        | JAPAN                     |    167980 | Manufacturer#1            | 6oBPeuCY9ncw4kUjuuF5Vn Dl8BZCgHtcCN3     | 22-980-990-1520 | s are. quickly ironic instructions wake above the blithely final courts. furiously ironic ideas      |        712.25
   -939.25 | Supplier#000008262        | CHINA                     |    168261 | Manufacturer#2            | L2I4wL9HgO82PVzZ5nRE3HtF2H6mq            | 28-100-281-9027 | ironic accounts lose carefully ironic packages. final, regular ideas cajole. furiously even t        |        550.56
   2556.42 | Supplier#000009021        | JAPAN                     |    169020 | Manufacturer#4            | 2cI86dCJiou                              | 22-277-653-5354 | tect blithely regular grouches. even, regular                                                        |         72.94
   -654.55 | Supplier#000004129        | INDONESIA                 |    169096 | Manufacturer#2            | gdAUjZ6SpR7L6n1tV,Iqc9eGAkTdfU1WX5b5nH18 | 19-920-465-4477 | r requests above the furiously pending deposits w                                                    |        728.53
   7958.64 | Supplier#000001613        | INDIA                     |    169096 | Manufacturer#2            | u5Z9UgWdfELP,hrWtPfj9lsrvGGNHvE          | 18-197-961-1832 | le furiously about the regular, express theodolites. quickly even accoun                             |        730.78
   7153.83 | Supplier#000009220        | VIETNAM                   |    169219 | Manufacturer#3            | N4y,vP kdArpcmdypBh,fJVVB                | 31-599-538-2318 | ckages sleep after the slyly ironic epit                                                             |        197.34
   8530.37 | Supplier#000001736        | INDONESIA                 |    169219 | Manufacturer#3            | cbzU5P1b4c9k7Hr0YTPt                     | 19-566-122-9621 | side of the blithely silent packages                                                                 |        320.99
   9026.06 | Supplier#000004341        | VIETNAM                   |    169308 | Manufacturer#4            | ea8KZYvO7amq8A                           | 31-310-408-4095 | ackages nag quickly even dolphins. slyly final foxes are carefully. instructions accord              |        819.80
   1099.28 | Supplier#000006867        | CHINA                     |    169318 | Manufacturer#3            | QqN,6nvxhphZJM84MvBXuadwxJdSwgC9N3BzG    | 28-106-503-2513 | ly. even deposits are fluffily among the carefully final accounts. slyly ironic                      |        310.21
   3414.57 | Supplier#000003611        | JAPAN                     |    171093 | Manufacturer#4            | FSPfboa25EjNKVDf                         | 22-344-349-2209 | nag slyly furiously quiet requests. furiously pending excuses haggle                                 |        988.60
   3361.70 | Supplier#000004007        | VIETNAM                   |    171489 | Manufacturer#3            | cvlSgCCKGOwpaB iFIPx4vU2qA5b6K hz9Z91    | 31-218-453-2389 | s asymptotes use across the furiously even asymptotes. busy waters haggle. blithely iro              |        109.63
   1054.90 | Supplier#000004448        | CHINA                     |    171930 | Manufacturer#1            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca                                                                |        466.64
   9456.26 | Supplier#000006965        | CHINA                     |    171930 | Manufacturer#1            | VbyGXfyyucsCa,COTUXXQiN5uKmIq1ggGXc1M    | 28-297-592-5284 | slyly silent requests! furiously regular packag                                                      |        891.20
   4553.50 | Supplier#000004482        | INDONESIA                 |    171964 | Manufacturer#3            | Dqr9bYhGZoPmPnONniROzNyiQ4H5JozVNnK      | 19-865-349-1537 | sly final packages are blithely. slyly unusual packages are final, unusual accounts. unusual packag  |        292.88
   2380.15 | Supplier#000006552        | INDIA                     |    174034 | Manufacturer#1            | zA5d8 k3R WZ9yJ8kFGbzl9QRe4SBZoNN6fl     | 18-628-594-1404 |  to the even instructions. fluffily                                                                  |         94.64
   -388.63 | Supplier#000001586        | CHINA                     |    174034 | Manufacturer#1            | m LYj4Omt,luWdRK8pY                      | 28-163-124-8856 | he regular frays. fluffily ironic deposits cajole slyly fluffily bold                                |        540.84
   3341.62 | Supplier#000004035        | INDIA                     |    174034 | Manufacturer#1            | ,8jhWpbqUWx6z9xQ43xiHpAJ  RUv5WKAhY4     | 18-979-554-8348 | latelets sleep alongside of th                                                                       |        944.73
   3064.30 | Supplier#000002297        | JAPAN                     |    174745 | Manufacturer#1            | Brx9U7alFOFnfqMnQaVxiI1ON                | 22-191-279-4345 | en instructions nag at the fluffily final instructions. regular exc                                  |         82.40
   8159.59 | Supplier#000007263        | VIETNAM                   |    174745 | Manufacturer#1            | malQPdYc8xiup2MiFuKHa                    | 31-733-855-9694 | , regular foxes. idly express requests sleep evenly final, silent requests. bold, regular deposits u |        699.69
   7654.94 | Supplier#000000458        | VIETNAM                   |    175423 | Manufacturer#4            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h                |        682.55
   9593.18 | Supplier#000005424        | CHINA                     |    175423 | Manufacturer#4            | eJ44,Ds5P6Ljs2ohg5oEYMMbOAHN             | 28-249-524-3207 |  dependencies affix blithely furiou                                                                  |        820.67
   2716.56 | Supplier#000009057        | JAPAN                     |    176539 | Manufacturer#2            | 9X8yfLTApewvoHy5d                        | 22-542-862-8502 | egular accounts cajole slyly slyly unusual requests. carefully pending theodolites are               |        222.35
   2536.76 | Supplier#000009576        | JAPAN                     |    177058 | Manufacturer#2            | uNdNymD,2MKa                             | 22-213-509-3533 | he furiously express courts. accounts play carefully regular requests. finally final d               |        979.47
   -362.28 | Supplier#000007144        | VIETNAM                   |    177143 | Manufacturer#1            | oZkgMoN7PRNEYDM1HBmXQKJ9kmIgj76TM8jkgZxB | 31-693-600-3326 | l packages: final pinto beans serve? bold deposits acros                                             |        543.65
   1925.55 | Supplier#000009731        | INDIA                     |    177213 | Manufacturer#1            | HmHJZeVU1oft                             | 18-727-593-9134 | ently special sentiments are enticingly. furiously express pack                                      |        600.62
   4369.13 | Supplier#000003683        | JAPAN                     |    178648 | Manufacturer#1            | K,BCJ,GFMzwO318my5eeipXflhJhYdIbbU       | 22-565-903-4819 | posits. slyly even Tiresias along the blithely ironic excuses lose carefully about the blithely eve  |        216.47
   5727.22 | Supplier#000003734        | INDONESIA                 |    178699 | Manufacturer#2            | gGFEu2K06gXjYFq, Ya7PCULfry2HNa          | 19-487-478-5574 | . carefully even accounts according to the furiously                                                 |        291.59
   5602.30 | Supplier#000001650        | CHINA                     |    179132 | Manufacturer#1            | 0R0dQzwyoH6vgewbsib0u6wnkuj,JCdR         | 28-235-797-5129 | ccording to the carefully regular instructions. pending depths are blithely against t                |        135.93
   6256.89 | Supplier#000004226        | JAPAN                     |    179191 | Manufacturer#1            | TLWMyc6v5CV2fEhXF0JzzTaN70X588o          | 22-534-251-8116 |  to the ironic deposits. carefully express p                                                         |         88.31
   5494.96 | Supplier#000007674        | INDIA                     |    180119 | Manufacturer#5            | M3PcJmk8WBZEl5NXTYUn0,KGSY7962Tx36r7FM8j | 18-275-808-6179 | quests cajole after the carefully pending accounts. slyly unusual deposits                           |        750.67
   1487.08 | Supplier#000000194        | INDONESIA                 |    180193 | Manufacturer#5            | MDIkT8cHs7                               | 19-741-822-3512 | nusual platelets cajole according to the                                                             |        423.72
   6085.95 | Supplier#000007749        | INDIA                     |    180194 | Manufacturer#5            | yS8 YrUHktkqqqCL7Od9S                    | 18-225-478-7489 | sts haggle blithely. silent dolphins cajole slyly carefully ironic requests. sl                      |         36.14
   6938.43 | Supplier#000000527        | CHINA                     |    180526 | Manufacturer#2            | udKczd6U1Bm79UVDkA8P2Xa1VY qv9mvsXo      | 28-894-961-1780 |  sublate blithely pending instructions. blithely final packages nag blithe                           |        322.12
   8568.78 | Supplier#000005924        | CHINA                     |    180887 | Manufacturer#4            | EsAX2Kl2ePben8iCc9airPaQAuA9HIr0c9A4T,K  | 28-596-222-5796 | arefully regular pinto beans use packages. carefully final packages acco                             |        499.42
   2220.38 | Supplier#000004081        | JAPAN                     |    181562 | Manufacturer#5            | 6lvRJvSrtCgT41z,NcDKPswTAPyG             | 22-603-507-5487 |  furiously dogged ideas integrate carefully carefully regular deposits. ideas boost b                |        184.25
   -229.07 | Supplier#000006621        | INDIA                     |    181584 | Manufacturer#3            | T35LAZIU0Q                               | 18-391-305-1312 |  bold accounts cajole across the blithely final dependencies. ironic dolp                            |         48.47
   -353.98 | Supplier#000001585        | INDONESIA                 |    181584 | Manufacturer#3            | ItpE5Is5uV5yPDNEOwWYscn n8V17ee          | 19-884-914-2018 | al dolphins cajole. even, bol                                                                        |        648.76
   5352.15 | Supplier#000007327        | JAPAN                     |    182290 | Manufacturer#2            | uZGHBo4xgx W2sT8oA5drPwqQL8Bw5YU,ZNb     | 22-154-891-1374 |  to the carefully unusual ideas sl                                                                   |        243.50
   1785.30 | Supplier#000004939        | CHINA                     |    182420 | Manufacturer#4            | 2wMwDKUfCR5f01YXzS                       | 28-311-846-6124 | osits are. packages wake caref                                                                       |        772.37
   8549.71 | Supplier#000002421        | INDIA                     |    182420 | Manufacturer#4            | jIIalqYeEL3ktnsrjTikOYN,EEG,wLWTqOD4     | 18-486-744-9142 | to beans haggle. silent accounts lose slyly. slyly unusual requests dazzle carefully pending dept    |        774.89
   2644.29 | Supplier#000005227        | JAPAN                     |    182708 | Manufacturer#2            | qy3Uc0MZfrkDNG13pPXi73qyxuxzBiaLD        | 22-424-805-3724 |  theodolites; pending, even foxes use. fluffily final excuses wake f                                 |        320.65
   2191.25 | Supplier#000003305        | VIETNAM                   |    183304 | Manufacturer#1            | GLZJimfuzKoQcqcv4                        | 31-676-713-8551 | lessly. quiet theodolites poach furiously accounts. final pinto beans are slyly among the qui        |        937.23
   9785.96 | Supplier#000005823        | INDONESIA                 |    183304 | Manufacturer#1            | DKXNhifWIqvODviyPBkNGLHu1EDtX            | 19-711-553-3710 | ly pending accounts are even, ironic requests. quickly ironic dependencies cajole furiousl           |        946.56
   5204.60 | Supplier#000005878        | INDIA                     |    183359 | Manufacturer#3            | A,IadYxfPUwdtq64l0IdYyn                  | 18-848-904-5029 |  haggle carefully: furiously final asymptotes sleep after the slyly regular orbits. evenly speci     |        614.59
   9813.29 | Supplier#000005940        | VIETNAM                   |    183421 | Manufacturer#3            | h2 ,wLZdgkwlo7KSzQ7WxRr27gv7             | 31-327-330-2818 | alongside of the blithely thin foxes                                                                 |        766.52
   -108.16 | Supplier#000001497        | CHINA                     |    183942 | Manufacturer#2            | mB9z,cnNICcr 4EiYuUJArHLUL4ZzySsg2kll9   | 28-563-741-5493 | asymptotes. regular pinto beans bo                                                                   |        880.26
   4402.82 | Supplier#000009182        | VIETNAM                   |    184145 | Manufacturer#3            | z56kNgeqaWQ1kHFBp                        | 31-640-427-5006 | according to the quickly regular packages                                                            |        679.24
   1121.19 | Supplier#000009488        | JAPAN                     |    184451 | Manufacturer#5            | Sh0ia0he7Z9jiOqTgtaiN0Sa                 | 22-813-963-1426 | y ironic somas. blithely stealthy deposits around the blithely even accounts print quic              |        171.48
   6029.82 | Supplier#000009504        | VIETNAM                   |    184467 | Manufacturer#5            | Rqt07,ANI92kj1oU                         | 31-975-106-3065 | arefully aboCustomer gular packages. idly regular requests booComplaintssly fluff                    |         19.08
